epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,8.696886777877808,2.815348207950592,8.50892186164856,0.5562135
1,8.381422758102417,2.2360146045684814,8.109769344329834,0.4234343
2,7.913724422454834,2.0351829528808594,7.528065919876099,0.57297826
3,6.352019429206848,1.8799976408481598,5.413021922111511,0.3237949
4,4.223154187202454,1.6598223149776459,3.818306267261505,0.2985808
5,3.261923313140869,1.7083874642848969,3.147844970226288,0.40942004
6,3.0580747723579407,1.3112237453460693,3.055850863456726,0.34512806
7,2.9785415530204773,1.169188678264618,2.9682697653770447,0.25087708
8,2.9806649684906006,1.1395788490772247,2.956877052783966,0.2374365
9,2.991739869117737,1.025855392217636,3.024755299091339,0.21739516
