epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,4.233564872008103,1.262048602104187,nan,1.0724253746179433
1,4.114774887378399,1.0503492653369904,nan,0.9863157960084769
2,4.350175289007334,0.9956001043319702,nan,0.9841155043015113
3,3.8620794736422024,0.8967846482992172,nan,0.9589149951934814
4,4.09890576509329,0.8373414278030396,nan,0.8828397530775803
5,4.640936741462121,0.9725965857505798,nan,0.8864637154799241
6,3.819458136191735,0.9309503883123398,nan,0.806714979501871
7,4.49817941739009,0.8371147066354752,nan,0.7611371462161725
8,4.7328973183265095,0.682853564620018,nan,0.7640136847129235
9,4.04138785142165,0.6445110589265823,nan,0.7300774546769949
