epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,1.5753358602523804,0.9402763843536377,1.4522475004196167,1.9465859
1,0.4443783685564995,0.5219882726669312,0.657289981842041,2.196403
2,2.1100483536720276,0.48681336641311646,2.2614002227783203,1.7533457
3,0.522703692317009,0.45487260818481445,0.460083544254303,1.8339812
4,2.3155696392059326,0.4325276017189026,2.1965508460998535,1.4660494
5,0.5393976420164108,0.37981611490249634,0.5130611658096313,1.3585769
6,2.463940680027008,0.37457549571990967,2.4654030799865723,1.3335971
7,0.6145740374922752,0.3307588994503021,0.8006817102432251,1.2853181
8,2.6210766434669495,0.33483725786209106,2.6100809574127197,1.2072095
9,0.8498839139938354,0.2946704030036926,0.6477439999580383,1.1771663
