epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,11.807374238967896,2.64461612701416,11.429827213287354,1.9778551
1,8.886332035064697,1.053737998008728,9.114252090454102,0.87585175
2,7.974046945571899,0.5389044284820557,7.941372632980347,0.7125542
3,9.685194730758667,0.31643036007881165,9.614190578460693,1.0254015
4,7.786402344703674,0.44485601782798767,7.809719562530518,0.6668248
5,9.612306594848633,0.3709503412246704,9.692065238952637,0.8040099
6,7.711590051651001,0.39630743861198425,7.819034576416016,0.7963297
7,9.423332691192627,0.45280367136001587,9.454328060150146,0.6679636
8,7.657310605049133,0.33661893010139465,7.68013858795166,0.7473314
9,9.742059230804443,0.3117660582065582,9.903934478759766,0.8317423
