epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,4.175575036268968,2.0289369271351743,3.4522552490234375,0.45337892
1,3.68393769631019,1.6459742509401762,4.8138777414957685,0.44348443
2,4.371698159437913,1.145056385260362,3.2163434823354087,0.43973482
3,4.368319162955651,1.035989027756911,3.216962734858195,0.33325958
4,4.243873926309439,0.9770917250559881,3.48732058207194,0.35612595
5,4.3899058011861944,0.8198190423158499,3.437702496846517,0.181777
6,4.5629135095156155,0.6715637376675239,3.8411519527435303,0.1825701
7,4.761334125812237,0.6449969777694116,4.081906874974568,0.19477157
8,4.606104153853196,0.514665275812149,4.555624326070149,0.17186849
9,4.570655290897076,0.44898825654616725,4.215548197428386,0.10633671
