epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,4.207412793086125,1.257809266448021,4.1558314103346605,1.0812129882665782
1,4.013125346257136,1.0419127941131592,3.8872185487013597,0.9807115609829242
2,4.214430533922636,1.0587449371814728,3.762301885164701,0.9679938371364887
3,3.830593365889329,0.9420360922813416,4.226341962814331,0.9479707937974197
4,3.9958838499509373,0.8734836876392365,3.73612746825585,0.8331943337733929
5,4.3879020397479715,0.9041848182678223,3.5951532950768104,0.8732509429638202
6,4.09096594957205,0.9786377996206284,4.2418757401979885,0.8090731364030105
7,4.282047290068406,0.818782314658165,4.323167819243211,0.7736339981739337
8,4.628455143708449,0.7927422076463699,4.711122402778039,0.7550824926449702
9,3.996656656265259,0.6755196303129196,4.258248824339646,0.7428449850815994
