epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,10.557353019714355,4.170174539089203,9.836509704589844,2.2363057
1,9.312792778015137,1.8426011204719543,8.969459533691406,1.4345226
2,8.430579662322998,1.5066328048706055,7.918911457061768,1.269688
3,7.801618218421936,1.2346168905496597,6.747635364532471,1.1221787
4,6.040177822113037,1.281615138053894,4.450588703155518,1.1625516
5,4.229192495346069,0.961353987455368,3.9321677684783936,0.8905885
6,3.647429645061493,0.9481591880321503,3.4911255836486816,0.93902
7,3.460718274116516,0.9567742794752121,3.5411911010742188,0.63902104
8,3.346524178981781,0.7675334215164185,3.4525036811828613,0.71629316
9,3.43454509973526,0.7525064051151276,3.588710069656372,0.65946275
