epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,1.488865815103054,4.396606981754303,0.3432082235813141,tensor(2.0453)
1,1.4637806862592697,1.4549109935760498,0.6208459734916687,tensor(1.3304)
2,1.9844485819339752,0.988384410738945,1.0474176406860352,tensor(0.7909)
3,2.4604318737983704,0.6787653863430023,1.519811987876892,tensor(0.4550)
4,3.0911058485507965,0.46622440218925476,2.0346641540527344,tensor(0.4335)
5,3.4923744201660156,0.3724512755870819,2.3229897022247314,tensor(0.2654)
6,3.7781278491020203,0.25939618051052094,1.9166377782821655,tensor(0.2199)
7,4.689524531364441,0.20631592348217964,5.5425004959106445,tensor(0.1114)
8,4.811314940452576,0.22285626083612442,5.287240505218506,tensor(0.0519)
9,4.865556597709656,0.1641257405281067,6.394898891448975,tensor(0.0459)
