epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,4.416810017365676,3.2876110076904297,4.4305596351623535,1.2531530857086182
1,3.9845679723299465,2.5741968154907227,3.8769213358561196,1.184023141860962
2,4.050799443171575,2.320359945297241,3.43843142191569,1.1942637761433919
3,4.326473107704749,1.719285011291504,3.549609899520874,1.0955232580502827
4,4.472927698722253,2.175588846206665,4.076816876729329,1.0064775546391804
5,4.001300224891076,1.7193779945373535,3.0015172163645425,1.0696119864781697
6,3.997049863521869,2.0039820671081543,3.1305226484934487,1.0340555508931477
7,4.130938584987934,2.083972930908203,4.578218460083008,0.973815937836965
8,4.132959567583525,1.9266364574432373,3.774906317392985,1.0659830967585247
9,3.974184898229746,2.223109245300293,3.5725634892781577,1.0454801122347515
