epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,1.0641456618905067,0.3413097858428955,1.8122405707836151,tensor(0.6423)
1,1.0111670400947332,0.28864865005016327,1.8838047087192535,tensor(0.4803)
2,1.0994784571230412,0.24715577065944672,2.1717392802238464,tensor(0.4505)
3,1.1764745730906725,0.20163357257843018,2.1817811727523804,tensor(0.3071)
4,1.2992900796234608,0.1714584231376648,2.445825934410095,tensor(0.3718)
5,1.4003846235573292,0.15458595007658005,2.5926127433776855,tensor(0.1939)
6,1.5861769802868366,0.129590954631567,3.127918004989624,tensor(0.2682)
7,1.7564446926116943,0.1255101040005684,3.150105595588684,tensor(0.1681)
8,1.9101193137466908,0.10593082755804062,3.5256799459457397,tensor(0.1463)
9,2.2267382815480232,0.08529537171125412,3.773726463317871,tensor(0.1576)
