epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,8.53300166130066,2.177139163017273,8.338096141815186,0.89773655
1,8.079125046730042,1.9725103974342346,8.11066484451294,0.9052657
2,7.854182600975037,1.8914190530776978,7.623327732086182,0.8103622
3,6.998011350631714,1.800810158252716,5.790726900100708,1.0194372
4,4.530371606349945,1.644574761390686,3.4821794033050537,0.81581825
5,3.2480133175849915,1.6591202914714813,2.745951771736145,0.629117
6,2.998895823955536,1.391505628824234,2.9991122484207153,0.549146
7,3.0203177332878113,1.4002690613269806,3.0964725017547607,0.74163854
8,2.896702468395233,1.3263414800167084,3.058331608772278,0.5936563
9,3.0081557035446167,1.1457955092191696,2.586019992828369,0.6650019
