epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,1.242973580956459,2.4057257771492004,0.7703995108604431,tensor(1.4738)
1,1.72364841401577,1.5453334748744965,0.9353300333023071,tensor(1.2316)
2,1.9640881419181824,1.1596337258815765,1.1375261545181274,tensor(0.9265)
3,2.3588583767414093,0.9231447726488113,1.0985208749771118,tensor(0.6747)
4,2.390209674835205,0.858169287443161,1.278469443321228,tensor(0.4487)
5,2.8212892413139343,0.5438229441642761,1.6563243865966797,tensor(0.3103)
6,3.210800379514694,0.5326850935816765,2.2535507678985596,tensor(0.2407)
7,3.6318905353546143,0.3442239463329315,2.862542152404785,tensor(0.1244)
8,3.8578115105628967,0.2509712651371956,2.3829567432403564,tensor(0.2175)
9,4.070061206817627,0.21074406057596207,2.4473063945770264,tensor(0.1366)
