epoch,generator and encoder train loss,discriminator train loss,generator and encoder val loss,discriminator val loss
0,1.6703687356068537,1.2684889137744904,1.5982267489800086,1.0879736175903907
1,1.4114814125574553,1.0496634095907211,1.2797313103309045,0.9861511679796072
2,1.377395281424889,1.001382514834404,1.1251619870846088,0.9698507189750671
3,1.269006215609037,0.8652209341526031,1.3681177175962007,0.8930904636016259
4,1.4073775181403527,0.8616697192192078,1.5925001089389508,0.8409105310073266
5,1.4464524709261382,0.9431580305099487,1.4723029686854436,0.8176537614602309
6,1.466871949342581,0.8946614563465118,1.5486033879793608,0.760820732666896
7,1.683344290806697,0.8117316365242004,1.5402816442342906,0.8160998087662917
8,1.508893609046936,0.6944550573825836,1.4758219718933105,0.7387757163781387
9,1.691711003963764,0.7321199327707291,1.513820538154015,0.7858084256832416
